"Id","SalePrice"
1461,125299.296875
1462,156069.53125
1463,188158.9375
1464,196287.53125
1465,186834.984375
1466,178600.296875
1467,161394.421875
1468,168275.375
1469,165550.8125
1470,126664.5859375
1471,194287.59375
1472,96510.390625
1473,103468.328125
1474,146733.25
1475,117213.28125
1476,364791.28125
1477,259630.734375
1478,288476.875
1479,252023.34375
1480,492219.0625
1481,339224.71875
1482,200079.375
1483,164524.5
1484,161202.765625
1485,177528.921875
1486,195464.640625
1487,297167.75
1488,228681.265625
1489,223244.421875
1490,215830.1875
1491,192134.21875
1492,83780.2265625
1493,191847.09375
1494,291931.3125
1495,277377.5625
1496,232942.828125
1497,174550.25
1498,160998.546875
1499,157714.25
1500,162699.609375
1501,175021.34375
1502,148375.296875
1503,309659.375
1504,249152.046875
1505,236880.84375
1506,199551.15625
1507,229914.8125
1508,198747.515625
1509,165665.59375
1510,151601.609375
1511,143408.46875
1512,165484.28125
1513,129179.078125
1514,169217.453125
1515,191340.765625
1516,151865.8125
1517,161989.515625
1518,131767.796875
1519,220892.3125
1520,141262.09375
1521,140482.09375
1522,162133.09375
1523,116970.6796875
1524,120612.4296875
1525,129513.4765625
1526,127989.0546875
1527,114968.9453125
1528,128181.4765625
1529,149525.5625
1530,178146.234375
1531,118949.9453125
1532,97971.8203125
1533,144780.28125
1534,110755.6796875
1535,150817.984375
1536,109984.078125
1537,80135.9765625
1538,161640.296875
1539,200521.703125
1540,98975.71875
1541,141898
1542,148160.9375
1543,220930.578125
1544,87373.5625
1545,104993.75
1546,128111.375
1547,130706.546875
1548,130118.71875
1549,114283.671875
1550,134092.46875
1551,111900.90625
1552,132240.40625
1553,135599.296875
1554,114884.640625
1555,180716.828125
1556,91480.671875
1557,109730.78125
1558,85948.9296875
1559,103989.0546875
1560,141804.546875
1561,142064.09375
1562,123892.3671875
1563,123107.7265625
1564,149759.15625
1565,157444.078125
1566,233401.921875
1567,84579.5859375
1568,231256.65625
1569,134151.6875
1570,145298.71875
1571,127751.8515625
1572,148488.796875
1573,230002.984375
1574,104746.9296875
1575,203815.453125
1576,239571.34375
1577,196426.140625
1578,160778.375
1579,145344.078125
1580,190892.5
1581,151762.296875
1582,129616.4140625
1583,333375.8125
1584,236687.78125
1585,138416.40625
1586,66876.3515625
1587,100736.515625
1588,153348.953125
1589,88893.7578125
1590,126393.0859375
1591,98520.8984375
1592,122041.375
1593,126486.71875
1594,201110.59375
1595,116101.46875
1596,225287.6875
1597,198457.84375
1598,193025.609375
1599,185550.328125
1600,180555.203125
1601,62018.52734375
1602,113214.828125
1603,81512.71875
1604,272800.375
1605,254901.125
1606,163813.53125
1607,159549.90625
1608,221025.0625
1609,209401.90625
1610,177340.1875
1611,137404.421875
1612,167488.671875
1613,165374.875
1614,110913.328125
1615,89106.5
1616,69458.765625
1617,87413.1875
1618,125234.1875
1619,136156.984375
1620,171659.359375
1621,144301.640625
1622,135971.0625
1623,286665.21875
1624,224485.359375
1625,132439.46875
1626,170593.5625
1627,186734.421875
1628,279202.3125
1629,180802.1875
1630,354579.71875
1631,215880.078125
1632,232681.953125
1633,173159.828125
1634,187141.0625
1635,180092.3125
1636,154980.765625
1637,179606.671875
1638,184528.484375
1639,188879.984375
1640,258634.625
1641,181189.59375
1642,215183.4375
1643,228620.96875
1644,242713.859375
1645,189737.21875
1646,161439.671875
1647,160721.640625
1648,140705.71875
1649,144158.3125
1650,120700.0625
1651,125702.1484375
1652,98403.640625
1653,105372.640625
1654,150119.921875
1655,145282.03125
1656,144113.984375
1657,151824.578125
1658,147635.578125
1659,126193.3515625
1660,169648.625
1661,472424.21875
1662,384516.3125
1663,385717.875
1664,488848.34375
1665,292491.625
1666,354257.59375
1667,371551.03125
1668,326151.90625
1669,291494.375
1670,329792.3125
1671,278067.1875
1672,514551.625
1673,306847.6875
1674,264052.78125
1675,192193.25
1676,193174.3125
1677,224703
1678,440048.25
1679,379355.4375
1680,348822.59375
1681,245429.109375
1682,310000
1683,179229.84375
1684,170643.09375
1685,176050.015625
1686,167909.203125
1687,168813.828125
1688,189531.234375
1689,195514.421875
1690,178205.640625
1691,177717.859375
1692,264268.0625
1693,174107.453125
1694,183727.78125
1695,168474.671875
1696,283455.6875
1697,169055.859375
1698,373182.03125
1699,314853.875
1700,238358.78125
1701,276454.28125
1702,248378.0625
1703,251798.9375
1704,303462.75
1705,228369.34375
1706,423924.9375
1707,214644.640625
1708,210378.5
1709,265839.28125
1710,227229.84375
1711,272415.25
1712,276382.0625
1713,271712.15625
1714,226268.90625
1715,209749.25
1716,197429.046875
1717,177565.171875
1718,125705.65625
1719,191846.25
1720,243278.125
1721,167995.421875
1722,117992.2109375
1723,157182.984375
1724,216863
1725,234780.28125
1726,186898.03125
1727,166665.328125
1728,175697.703125
1729,170117.78125
1730,168836.484375
1731,116315.015625
1732,134390.09375
1733,122555.03125
1734,124879.3046875
1735,137977.609375
1736,121886.7734375
1737,348096.03125
1738,226541.171875
1739,306455.1875
1740,221843.375
1741,195322.734375
1742,166814.34375
1743,170899.34375
1744,327487.25
1745,209055.90625
1746,189617.734375
1747,208345.078125
1748,243682.265625
1749,162610.84375
1750,140932.5625
1751,225294.625
1752,117616.2265625
1753,152335.90625
1754,172433.578125
1755,181044.015625
1756,129416.65625
1757,118596.0234375
1758,149671.171875
1759,156456.53125
1760,169780.796875
1761,144438.25
1762,170462.71875
1763,168068.921875
1764,123160.140625
1765,192245.34375
1766,161001.015625
1767,197982.921875
1768,145493.65625
1769,179591.453125
1770,151829.28125
1771,127573.59375
1772,137025.0625
1773,128037.6796875
1774,125293.40625
1775,141655.390625
1776,119310.4921875
1777,120201.875
1778,138856.859375
1779,102352.2578125
1780,166988.640625
1781,126351.078125
1782,101429.609375
1783,132918.25
1784,92892.234375
1785,116979.109375
1786,143111.34375
1787,168519.546875
1788,58882.875
1789,98629.8515625
1790,73824.46875
1791,183454.609375
1792,156273.1875
1793,144591.0625
1794,145648.296875
1795,139646.84375
1796,145486.671875
1797,121859.1484375
1798,123611.9765625
1799,111724.046875
1800,132350.5625
1801,133716.0625
1802,134232.796875
1803,146540.203125
1804,140600.796875
1805,131922.5
1806,121051.9609375
1807,134558.78125
1808,117666.65625
1809,109211.6875
1810,155341.3125
1811,94568.9765625
1812,100516.921875
1813,127216.7578125
1814,99935.9453125
1815,44394.39453125
1816,94463.328125
1817,122129.8125
1818,153821.78125
1819,119905.7421875
1820,75239.4609375
1821,103548.3828125
1822,142721.28125
1823,47808.9921875
1824,133614.46875
1825,136812.921875
1826,104507.9296875
1827,109706.328125
1828,136507.046875
1829,102366.1796875
1830,141200.640625
1831,163685.921875
1832,92783.3359375
1833,141241.25
1834,123265.234375
1835,136664.84375
1836,136267.375
1837,86772.1875
1838,118798.84375
1839,94752.0546875
1840,177434.21875
1841,157940.1875
1842,82031.234375
1843,129731.1171875
1844,146980.0625
1845,159188.484375
1846,160955.96875
1847,163136
1848,55603.3359375
1849,109447.4296875
1850,117452.3984375
1851,162287.296875
1852,119786.7421875
1853,127912.515625
1854,173249.875
1855,158457.390625
1856,225000.53125
1857,156929.328125
1858,138961.34375
1859,117955.265625
1860,156700.09375
1861,118292.953125
1862,313226.8125
1863,283620.5
1864,283827.875
1865,335694.84375
1866,317446.5625
1867,231224
1868,280392.78125
1869,209600.3125
1870,238063.640625
1871,237207.875
1872,172324
1873,237923.78125
1874,143619.703125
1875,214554.71875
1876,205538.578125
1877,218086.5
1878,204685.4375
1879,141531.84375
1880,137283.03125
1881,233938.1875
1882,263603.1875
1883,183482.921875
1884,204026.375
1885,242044.453125
1886,283138.3125
1887,208803.078125
1888,283968.34375
1889,165478.640625
1890,135672.171875
1891,141115.984375
1892,104741.1796875
1893,127663.1796875
1894,139368.859375
1895,135012.34375
1896,124218.0859375
1897,116788.96875
1898,106392.6796875
1899,155374.078125
1900,139653.859375
1901,174951.484375
1902,132138.96875
1903,214780.09375
1904,130012.796875
1905,207374.703125
1906,175367.296875
1907,215197.453125
1908,118149.484375
1909,134096.421875
1910,125958.59375
1911,220271.671875
1912,272121.4375
1913,156843.09375
1914,60948.4609375
1915,347497.125
1916,59267.6640625
1917,267251.84375
1918,143842.234375
1919,159117.578125
1920,145643.5625
1921,397391.75
1922,318922.5625
1923,220696.1875
1924,221523.4375
1925,209209.484375
1926,382179.78125
1927,137159.9375
1928,153648.796875
1929,123194.5625
1930,127035.34375
1931,139962.734375
1932,142279.859375
1933,182726.109375
1934,177813.6875
1935,175442.75
1936,195030.890625
1937,182562.96875
1938,172729.765625
1939,240005.546875
1940,183444.71875
1941,178623.109375
1942,192847.828125
1943,195542.90625
1944,336291.75
1945,376391.8125
1946,161476.59375
1947,336602.25
1948,163730.9375
1949,240750.75
1950,179488.890625
1951,263425.5
1952,221750.40625
1953,176224.328125
1954,186312.0625
1955,134922.828125
1956,277782.84375
1957,159287.28125
1958,320489.6875
1959,131939.0625
1960,117787.4453125
1961,118989.4140625
1962,97719.484375
1963,105771.265625
1964,111318.5625
1965,143342.921875
1966,148137.28125
1967,298174.5
1968,438243.78125
1969,401974.625
1970,481778.65625
1971,411414.28125
1972,356385.375
1973,280531.65625
1974,310243.3125
1975,473348
1976,267418.78125
1977,333701.3125
1978,406440.34375
1979,324285.40625
1980,193846.421875
1981,347223.28125
1982,236743.6875
1983,211142.78125
1984,163283.046875
1985,217361.953125
1986,208614.9375
1987,199362.484375
1988,177166.796875
1989,190578.71875
1990,216232.78125
1991,244874.609375
1992,213518.265625
1993,166827.453125
1994,238450
1995,181161.96875
1996,256163.625
1997,292274.21875
1998,359055
1999,276555.40625
2000,302686.03125
2001,271311.8125
2002,234899.453125
2003,256340.046875
2004,283172.40625
2005,211373.28125
2006,247263.203125
2007,257086.265625
2008,229739.453125
2009,192503.5625
2010,187348.078125
2011,132571.671875
2012,180772.484375
2013,184835.234375
2014,188773.671875
2015,196379.375
2016,203014.328125
2017,198250.328125
2018,124335.3828125
2019,135281.5
2020,114908.078125
2021,113318.703125
2022,186214.15625
2023,144234.421875
2024,238780.796875
2025,371036.03125
2026,182858.671875
2027,160110.65625
2028,146756.078125
2029,169145.953125
2030,293783.875
2031,244346.515625
2032,278253.0625
2033,280452.96875
2034,157096.578125
2035,209509.03125
2036,182882.109375
2037,195602.875
2038,315317.03125
2039,223288.234375
2040,378475.59375
2041,272541.71875
2042,197083.609375
2043,170922.75
2044,148838.90625
2045,213947.625
2046,132767.734375
2047,149258.671875
2048,144723.3125
2049,135548.609375
2050,177164.5
2051,96475.921875
2052,136240.90625
2053,151933.546875
2054,86182.3046875
2055,155187.875
2056,131202.359375
2057,127420.0390625
2058,243632.8125
2059,125800.109375
2060,173378.34375
2061,172602.484375
2062,135108.75
2063,115101.8828125
2064,141260.90625
2065,131504.921875
2066,174776.703125
2067,114770.171875
2068,130396.9140625
2069,89014.390625
2070,112333.25
2071,99849.6328125
2072,116271.90625
2073,139218.71875
2074,178228.4375
2075,149874.390625
2076,114278.125
2077,157687.1875
2078,134392.75
2079,129481.296875
2080,117536.3203125
2081,128395.8671875
2082,145500.65625
2083,142622.375
2084,120965.3671875
2085,127637.234375
2086,138723
2087,116961.2578125
2088,95896.859375
2089,78387.1015625
2090,116771.6953125
2091,116992.609375
2092,135002.578125
2093,128641.9296875
2094,110417.15625
2095,143286.984375
2096,80474.46875
2097,97113.15625
2098,134672.15625
2099,53927.31640625
2100,114276.1484375
2101,114488.546875
2102,132325.96875
2103,105151.1015625
2104,129146.1796875
2105,119728.71875
2106,76253.4140625
2107,220481.09375
2108,110866.1875
2109,114405.59375
2110,150425.53125
2111,133723.9375
2112,141845.375
2113,124021.2109375
2114,116347.7109375
2115,152846.796875
2116,114308.8125
2117,154278.34375
2118,125517.6171875
2119,112992.3359375
2120,106304.1015625
2121,106634.625
2122,112414.0546875
2123,95847.0546875
2124,161758.90625
2125,123891.7421875
2126,154449.265625
2127,160960.90625
2128,130494.59375
2129,104358.96875
2130,151034.296875
2131,161437.15625
2132,101590.7265625
2133,123952.984375
2134,117299.53125
2135,86485.78125
2136,73139.640625
2137,115987.5625
2138,134830.234375
2139,148791.765625
2140,147436.5
2141,144755.5
2142,137249.0625
2143,147444.796875
2144,118974.421875
2145,141368.90625
2146,158767.375
2147,131323.90625
2148,133749.8125
2149,152202.765625
2150,240868.34375
2151,99212.984375
2152,194006.4375
2153,168233.5
2154,111277.453125
2155,143585.96875
2156,277239.78125
2157,239115.4375
2158,221312.03125
2159,205277.046875
2160,167435.984375
2161,252488
2162,455807.71875
2163,371246.46875
2164,237925.390625
2165,189658.296875
2166,143496.6875
2167,214670.5
2168,202645.625
2169,192814.75
2170,220726.109375
2171,157788.75
2172,126179.2734375
2173,164602.015625
2174,230477.421875
2175,306629.8125
2176,343812.96875
2177,252381.578125
2178,215630.90625
2179,142434.109375
2180,242486.015625
2181,196061.5
2182,219500.953125
2183,196124.03125
2184,134939.421875
2185,117704.015625
2186,141693.828125
2187,160887.703125
2188,153311.140625
2189,209547.171875
2190,78756.203125
2191,86137.1640625
2192,93770.3125
2193,97375.078125
2194,103728.359375
2195,117843.625
2196,99924
2197,121227.2890625
2198,147446.03125
2199,175867.640625
2200,136443.1875
2201,136071.5625
2202,209010.171875
2203,163860.484375
2204,182816.5625
2205,108201.0234375
2206,140937.671875
2207,218721.265625
2208,262601.53125
2209,217708.96875
2210,122474.125
2211,113784.2421875
2212,113120.375
2213,109024.28125
2214,146175
2215,109025.6953125
2216,140809.875
2217,68379.8671875
2218,92528.203125
2219,78599.65625
2220,77580.828125
2221,355068.4375
2222,264380.15625
2223,283775.0625
2224,213491.140625
2225,125174.9921875
2226,185559.28125
2227,211624.015625
2228,251090.578125
2229,257600.78125
2230,178059.8125
2231,210249.0625
2232,183841.6875
2233,174453.609375
2234,250677.875
2235,229732.140625
2236,300048.84375
2237,344068.25
2238,201506.8125
2239,116380.0859375
2240,159675.65625
